Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1983","1983","100 g/ha","149971","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1983","1983","t","25900","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1984","1984","ha","1773","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1984","1984","100 g/ha","106277","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1984","1984","t","18843","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1985","1985","ha","2800","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1985","1985","100 g/ha","116071","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1985","1985","t","32500","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1986","1986","ha","4500","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1986","1986","100 g/ha","108902","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1986","1986","t","49006","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1987","1987","ha","4900","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1987","1987","100 g/ha","104798","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1987","1987","t","51351","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1988","1988","ha","7500","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1988","1988","100 g/ha","101555","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1988","1988","t","76166","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1989","1989","ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1989","1989","100 g/ha","101344","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1989","1989","t","81075","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1990","1990","ha","7307","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1990","1990","100 g/ha","78095","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1990","1990","t","57064","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1991","1991","ha","7930","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1991","1991","100 g/ha","90923","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1991","1991","t","72102","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1992","1992","ha","7950","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1992","1992","100 g/ha","92849","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1992","1992","t","73815","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1993","1993","ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1993","1993","100 g/ha","92500","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1993","1993","t","74000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1994","1994","ha","8811","I","Imputed value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1994","1994","100 g/ha","98652","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1994","1994","t","86924.34","I","Imputed value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1995","1995","ha","9792","I","Imputed value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1995","1995","100 g/ha","102127","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1995","1995","t","100000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1996","1996","ha","9500","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1996","1996","100 g/ha","120000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1996","1996","t","114000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1997","1997","ha","11000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1997","1997","100 g/ha","114545","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1997","1997","t","126000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1998","1998","ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1998","1998","100 g/ha","92500","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1998","1998","t","74000","E","Estimated value",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","1999","1999","ha","12689","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","1999","1999","100 g/ha","124915","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","1999","1999","t","158505","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2000","2000","ha","13204","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2000","2000","100 g/ha","99715","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2000","2000","t","131664","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2001","2001","ha","13846","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2001","2001","100 g/ha","98992","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2001","2001","t","137065","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2002","2002","ha","14042","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2002","2002","100 g/ha","101624","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2002","2002","t","142700","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2003","2003","ha","15540","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2003","2003","100 g/ha","105005","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2003","2003","t","163177","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2004","2004","ha","15967","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2004","2004","100 g/ha","107086","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2004","2004","t","170985","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2005","2005","ha","16108","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2005","2005","100 g/ha","106533","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2005","2005","t","171603","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2006","2006","ha","17641","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2006","2006","100 g/ha","108673","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2006","2006","t","191710","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2007","2007","ha","18833","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2007","2007","100 g/ha","103009","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2007","2007","t","193996","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2008","2008","ha","18470","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2008","2008","100 g/ha","99604","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2008","2008","t","183968","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2009","2009","ha","19255","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2009","2009","100 g/ha","98171","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2009","2009","t","189029","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2010","2010","ha","21592","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2010","2010","100 g/ha","95148","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2010","2010","t","205443","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2011","2011","ha","24513","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2011","2011","100 g/ha","87745","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2011","2011","t","215089","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2012","2012","ha","27705","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2012","2012","100 g/ha","92180","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2012","2012","t","255384","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2013","2013","ha","32089","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2013","2013","100 g/ha","91931","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2013","2013","t","294997.27","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2014","2014","ha","34513","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2014","2014","100 g/ha","83660","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2014","2014","t","288739.26","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2015","2015","ha","36461","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2015","2015","100 g/ha","84981","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2015","2015","t","309852.02","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2016","2016","ha","40057","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2016","2016","100 g/ha","73493","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2016","2016","t","294389.28","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2017","2017","ha","41068","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2017","2017","100 g/ha","75038","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2017","2017","t","308166","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2018","2018","ha","53801","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2018","2018","100 g/ha","82726","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2018","2018","t","445075","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2019","2019","ha","63534","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2019","2019","100 g/ha","84210","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2019","2019","t","535021","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2020","2020","ha","79397","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2020","2020","100 g/ha","104431","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2020","2020","t","829146.66","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2021","2021","ha","94111","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2021","2021","100 g/ha","104092","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2021","2021","t","979617.72","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","01311","Avocados","2022","2022","ha","110183","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","01311","Avocados","2022","2022","100 g/ha","98987","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01311","Avocados","2022","2022","t","1090664","A","Official figure",""
